

########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(목록)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
연번 | 데이터셋 한글명(테이블 한글명) | 데이터셋명(테이블명) | 변수(항목)개수
1 | 암_공공_병기조사_간암_DB_암등록 | CS_LV_RGST | 11
2 | 암_공공_병기조사_간암_DB_사망 | CS_LV_DEATH | 3
3 | 암_공공_병기조사_간암_DB_자격및보험료 | CS_LV_BFC | 6
4 | 암_공공_병기조사_간암_DB_명세서일반내역 | CS_LV_T200 | 22
5 | 암_공공_병기조사_간암_DB_진료내역 | CS_LV_T300 | 13
6 | 암_공공_병기조사_간암_DB_상병내역 | CS_LV_T400 | 6
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 10
8 | 암_공공_병기조사_간암_DB_일반건강검진_대상자 | CS_LV_G1E_OBJ | 2
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 24
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 31
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 88
12 | 암_공공_병기조사_간암_DB_일반건강검진_결과및판정 | CS_LV_G1E | 21
13 | 암_공공_병기조사_간암_DB_암문진_간암_0708 | CS_LV_CLV_CQ_RST_0708 | 67
14 | 암_공공_병기조사_간암_DB_암문진_간암_0923 | CS_LV_CLV_CQ_RST_0923 | 82
15 | 암_공공_병기조사_간암_DB_암검진_간암_0708 | CS_LV_CLV_RST_0708 | 53
16 | 암_공공_병기조사_간암_DB_암검진_간암_0923 | CS_LV_CLV_RST_0923 | 60


########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(항목)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
※ 카탈로그에 기재된 설명 외의 자세한 코드값은 보건의료빅데이터개방시스템(https://opendata.hira.or.kr) 참고
연번 | 데이터셋명(테이블 한글명) | 데이터셋명(테이블명) | SUB NO | 변수 (컬럼한글명) | 변수명 (컬럼명) | 설명 | 값 | 형식 (Data Type)
CS_LV_CLV_CQ_RST | QC_PHX_HCVC_YN | [문진6] 간 질환이 있으십니까?-C형간염바이러스보유자 | 1 | 있다 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PHX_CHB_YN | [문진7] 간 질환이 있으십니까?-만성B형간염 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CHB_YN | [문진7] 간 질환이 있으십니까?-만성B형간염 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CHC_YN | [문진7] 간 질환이 있으십니까?-만성C형간염 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CHC_YN | [문진7] 간 질환이 있으십니까?-만성C형간염 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_LC_YN | [문진7] 간 질환이 있으십니까?-간경화/간경변 | 0 | 없다 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_LC_YN | [문진7] 간 질환이 있으십니까?-간경화/간경변 | 1 | 있다 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_NTR_VGT_AMT | [문진7] 김치를 제외하고 하루에 몇 가지 채소 (익힌 것과 날것)를 드십니까? | 1 | 거의 안먹음(김치만 먹음) | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_VGT_AMT | [문진7] 김치를 제외하고 하루에 몇 가지 채소 (익힌 것과 날것)를 드십니까? | 2 | 1-2가지 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_VGT_AMT | [문진7] 김치를 제외하고 하루에 몇 가지 채소 (익힌 것과 날것)를 드십니까? | 3 | 3-4가지 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_VGT_AMT | [문진7] 김치를 제외하고 하루에 몇 가지 채소 (익힌 것과 날것)를 드십니까? | 4 | 5-6가지 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_VGT_AMT | [문진7] 김치를 제외하고 하루에 몇 가지 채소 (익힌 것과 날것)를 드십니까? | 5 | 7가지 이상 | 5 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_FRT_AMT | [문진8] 일주일에 과일을 몇 번 드십니까? | 0 | 거의 안먹음 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_FRT_AMT | [문진8] 일주일에 과일을 몇 번 드십니까? | 1 | 1-2가지 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_FRT_AMT | [문진8] 일주일에 과일을 몇 번 드십니까? | 2 | 3-4가지 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_FRT_AMT | [문진8] 일주일에 과일을 몇 번 드십니까? | 3 | 5-6가지 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_FRT_AMT | [문진8] 일주일에 과일을 몇 번 드십니까? | 4 | 7가지 이상 | 5 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_RM_AMT | [문진9] 일주일에 붉은 살코기(소고기, 돼지고기 등)를 몇 번 드십니까? | 0 | 거의 안먹음 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_RM_AMT | [문진9] 일주일에 붉은 살코기(소고기, 돼지고기 등)를 몇 번 드십니까? | 1 | 1-2가지 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_RM_AMT | [문진9] 일주일에 붉은 살코기(소고기, 돼지고기 등)를 몇 번 드십니까? | 2 | 3-4가지 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_RM_AMT | [문진9] 일주일에 붉은 살코기(소고기, 돼지고기 등)를 몇 번 드십니까? | 3 | 5-6가지 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_RM_AMT | [문진9] 일주일에 붉은 살코기(소고기, 돼지고기 등)를 몇 번 드십니까? | 4 | 7가지 이상 | 5 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_LS | [문진10] 외식을 하실 때 음식의 간에 대해 어떻게 느끼십니까? | 1 | 짜다 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_LS | [문진10] 외식을 하실 때 음식의 간에 대해 어떻게 느끼십니까? | 2 | 보통이다 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_NTR_LS | [문진10] 외식을 하실 때 음식의 간에 대해 어떻게 느끼십니까? | 3 | 싱겁다 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_SMK_YN | [문진11] 귀하는 지금까지 평생 총 20갑(400개피) 이상의 담배를 피운 적이 있습니까? | 0 | 아니오 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_SMK_YN | [문진11] 귀하는 지금까지 평생 총 20갑(400개피) 이상의 담배를 피운 적이 있습니까? | 1 | 예, 지금은 끊었음 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_SMK_YN | [문진11] 귀하는 지금까지 평생 총 20갑(400개피) 이상의 담배를 피운 적이 있습니까? | 2 | 예, 현재도 흡연중 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PA_MD_FRQ | [문진13] 하루 30분 이상 약간 숨이 찰 정도로 걷거나 운동 하기를 일주일에 몇 일 정도 하십니까? | 0 | 거의 안함 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PA_MD_FRQ | [문진13] 하루 30분 이상 약간 숨이 찰 정도로 걷거나 운동 하기를 일주일에 몇 일 정도 하십니까? | 1 | 1-2일 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PA_MD_FRQ | [문진13] 하루 30분 이상 약간 숨이 찰 정도로 걷거나 운동 하기를 일주일에 몇 일 정도 하십니까? | 2 | 3-4일 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_PA_MD_FRQ | [문진13] 하루 30분 이상 약간 숨이 찰 정도로 걷거나 운동 하기를 일주일에 몇 일 정도 하십니까? | 3 | 5일 이상 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_YN | [문진14] 현재 귀하의 음주상태는 어떻습니까? | 0 | 원래부터 음주하지 않았음 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_YN | [문진14] 현재 귀하의 음주상태는 어떻습니까? | 1 | 끊었음 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_YN | [문진14] 현재 귀하의 음주상태는 어떻습니까? | 2 | 현재도 음주 중 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_FRQ | [문진15] 음주 횟수는? | 1 | 월 1-3회 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_FRQ | [문진15] 음주 횟수는? | 2 | 주 1-2회 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_FRQ | [문진15] 음주 횟수는? | 3 | 주 3-4회 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_FRQ | [문진15] 음주 횟수는? | 4 | 거의 매일 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_AMT | [문진15-1] 한번 마실때, 평균 어느 정도 마십니까? (소주 2홉 1병 기준으로) | 1 | 소주 반 병 이하 | 1 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_AMT | [문진15-1] 한번 마실때, 평균 어느 정도 마십니까? (소주 2홉 1병 기준으로) | 2 | 소주 1병 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_AMT | [문진15-1] 한번 마실때, 평균 어느 정도 마십니까? (소주 2홉 1병 기준으로) | 3 | 소주 1병 반 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_DRK_AMT | [문진15-1] 한번 마실때, 평균 어느 정도 마십니까? (소주 2홉 1병 기준으로) | 4 | 소주 2병 이상 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_TST_UGI_YN | [문진4] 암과 관련된 검사경험-위투시촬영(UGI)유무 | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_UGI_YN | [문진4] 암과 관련된 검사경험-위투시촬영(UGI)유무 | 1 | 1년 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_UGI_YN | [문진4] 암과 관련된 검사경험-위투시촬영(UGI)유무 | 2 | 1년~2년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_UGI_YN | [문진4] 암과 관련된 검사경험-위투시촬영(UGI)유무 | 3 | 2년~10년 사이 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_GSC_YN | [문진4] 암과 관련된 검사경험-위내시경 유무 | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_GSC_YN | [문진4] 암과 관련된 검사경험-위내시경 유무 | 1 | 1년 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_GSC_YN | [문진4] 암과 관련된 검사경험-위내시경 유무 | 2 | 1년~2년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_GSC_YN | [문진4] 암과 관련된 검사경험-위내시경 유무 | 3 | 2년~10년 사이 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_FOBT_YN | [문진4] 암과 관련된 검사경험-대변잠혈검사유무 | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_FOBT_YN | [문진4] 암과 관련된 검사경험-대변잠혈검사유무 | 1 | 1년 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_FOBT_YN | [문진4] 암과 관련된 검사경험-대변잠혈검사유무 | 2 | 1년~2년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_FOBT_YN | [문진4] 암과 관련된 검사경험-대변잠혈검사유무 | 3 | 2년~10년 사이 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_DCBE_YN | [문진4] 암과 관련된 검사경험-대장이중조영검사(대장 x선 촬영) | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2022
CS_LV_CLV_CQ_RST | QC_TST_DCBE_YN | [문진4] 암과 관련된 검사경험-대장이중조영검사(대장 x선 촬영) | 1 | 1년 이내 | 2 | 2007 | 2022
CS_LV_CLV_CQ_RST | QC_TST_DCBE_YN | [문진4] 암과 관련된 검사경험-대장이중조영검사(대장 x선 촬영) | 2 | 1년~2년 사이 | 3 | 2007 | 2022
CS_LV_CLV_CQ_RST | QC_TST_DCBE_YN | [문진4] 암과 관련된 검사경험-대장이중조영검사(대장 x선 촬영) | 3 | 2년~10년 사이 | 4 | 2007 | 2022
CS_LV_CLV_CQ_RST | QC_TST_CSC_YN | [문진4] 암과 관련된 검사경험-대장내시경유무 | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CSC_YN | [문진4] 암과 관련된 검사경험-대장내시경유무 | 1 | 1년 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CSC_YN | [문진4] 암과 관련된 검사경험-대장내시경유무 | 2 | 1년~2년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CSC_YN | [문진4] 암과 관련된 검사경험-대장내시경유무 | 3 | 2년~10년 사이 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_LVUS_YN | [문진4] 암과 관련된 검사경험-간초음파 | 0 | 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_LVUS_YN | [문진4] 암과 관련된 검사경험-간초음파 | 1 | 6개월 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_LVUS_YN | [문진4] 암과 관련된 검사경험-간초음파 | 2 | 6개월~1년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_LVUS_YN | [문진4] 암과 관련된 검사경험-간초음파 | 3 | 1년보다 오래전에 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_MNC_YN | [문진9] 월경을 언제 시작하셨습니까? | 0 | 초경이 없었음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_MNC_YN | [문진9] 월경을 언제 시작하셨습니까? | 1 | 만_세 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_MNS_YN | [문진10] 현재 월경의 상태는 어떠십니까? | 1 | 아직 월경이 있음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_MNS_YN | [문진10] 현재 월경의 상태는 어떠십니까? | 2 | 폐경되었음(만_세) | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_MNS_YN | [문진10] 현재 월경의 상태는 어떠십니까? | 2 | 자궁적출술을 하였음 | 3 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_MNS_YN | [문진10] 현재 월경의 상태는 어떠십니까? | 3 | 폐경되었음(만_세) | 4 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 0 | 호르몬제제를 복용한 적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 1 | 5년 미만 복용 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 2 | 5년 이상 복용 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 3 | 모르겠음 | 4 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 1 | 2년 미만 복용 | 5 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 2 | 2년 이상~5년 미만 복용 | 6 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 3 | 5년 이상 복용 | 7 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_ERT_YN | [문진11] 폐경 후 증상을 완화하기 위해서 호르몬 제제를 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 4 | 모르겠음 | 8 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_OPLL_YN | [문진15] 피임약을 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 0 | 피임약을 복용한 적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_OPLL_YN | [문진15] 피임약을 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 1 | 5년 미만 복용 | 2 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_OPLL_YN | [문진15] 피임약을 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 2 | 5년 이상 복용 | 3 | 2007 | 2008
CS_LV_CLV_CQ_RST | QC_OPLL_YN | [문진15] 피임약을 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 3 | 모르겠음 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_OPLL_YN | [문진15] 피임약을 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 1 | 1년 미만 복용 | 5 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_OPLL_YN | [문진15] 피임약을 복용하고 계시거나 과거에 복용하신 적이 있습니까? | 2 | 1년 이상 복용 | 6 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_TST_MMG_YN | [문진4] 암과 관련된 검사경험-유방엑스선검사유무 | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_MMG_YN | [문진4] 암과 관련된 검사경험-유방엑스선검사유무 | 1 | 1년 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_MMG_YN | [문진4] 암과 관련된 검사경험-유방엑스선검사유무 | 2 | 1년~2년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_MMG_YN | [문진4] 암과 관련된 검사경험-유방엑스선검사유무 | 3 | 2년~10년 사이 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_PPSM_YN | [문진4] 암과 관련된 검사경험-자궁경부세포검사 | 0 | 10년 이상 또는 한적 없음 | 1 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_PPSM_YN | [문진4] 암과 관련된 검사경험-자궁경부세포검사 | 1 | 1년 이내 | 2 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_PPSM_YN | [문진4] 암과 관련된 검사경험-자궁경부세포검사 | 2 | 1년~2년 사이 | 3 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_TST_PPSM_YN | [문진4] 암과 관련된 검사경험-자궁경부세포검사 | 3 | 2년~10년 사이 | 4 | 2007 | 2023
CS_LV_CLV_CQ_RST | QC_WT_LSS | [문진2] 최근 6개월 간 특별한 이유 없이 5kg 이상의 체중감소가 있었습니까? | 0 | 아니오 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_WT_LSS | [문진2] 최근 6개월 간 특별한 이유 없이 5kg 이상의 체중감소가 있었습니까? | 1 | 체중감소(kg) | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CST_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CBR_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCR_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLV_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CCX_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLU_YN | [문진3] 폐암 유무 | 0 | 없다 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLU_YN | [문진3] 폐암 유무 | 1 | 있다 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_CLU_YN | [문진3] 폐암 유무 | 2 | 모르겠다 | 3 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_I | [문진3] (본인) 과거병력 유무 | 0 | 없다 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_I | [문진3] (본인) 과거병력 유무 | 1 | 있다 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_PRT | [문진3] (부모) 과거병력 유무 | 0 | 없다 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_PRT | [문진3] (부모) 과거병력 유무 | 1 | 있다 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_BRT | [문진3] (형제) 과거병력 유무 | 0 | 없다 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_BRT | [문진3] (형제) 과거병력 유무 | 1 | 있다 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_SST | [문진3] (자매) 과거병력 유무 | 0 | 없다 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_SST | [문진3] (자매) 과거병력 유무 | 1 | 있다 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHFX_CLU_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_CDR | [문진3] (자녀) 과거병력 유무 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PFHX_ETC_CDR | [문진3] (자녀) 과거병력 유무 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CCT_YN | [문진4] 암과 관련된 검사경험-흉부CT | 0 | 10년 이상 또는 한적 없음 | 1 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CCT_YN | [문진4] 암과 관련된 검사경험-흉부CT | 1 | 1년 이내 | 2 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CCT_YN | [문진4] 암과 관련된 검사경험-흉부CT | 2 | 1년~2년 사이 | 3 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_TST_CCT_YN | [문진4] 암과 관련된 검사경험-흉부CT | 3 | 2년~10년 사이 | 4 | 2019 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_PU_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-위궤양 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_PU_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-위궤양 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_ATGS_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-위축성 위염 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_ATGS_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-위축성 위염 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_INMT_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-장상피화생 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_INMT_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-장상피화생 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_GPO_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-위용종 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_GPO_YN | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-위용종 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_ST_ETC | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-기타 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_ST_ETC | [문진5] 현재 또는 과거에 진단받은 위장질환이 있으십니까?-기타 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_UC_YN | [문진6] 현재 또는 과거에 진단받은 대장항문 질환이 있으십니까?-궤양성 대장염 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_UC_YN | [문진6] 현재 또는 과거에 진단받은 대장항문 질환이 있으십니까?-궤양성 대장염 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CD_YN | [문진6] 현재 또는 과거에 진단받은 대장 항문질환이 있으십니까?-크론병 | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CD_YN | [문진6] 현재 또는 과거에 진단받은 대장 항문질환이 있으십니까?-크론병 | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_HMR_YN | [문진6] 현재 또는 과거에 진단받은 대장 항문질환이 있으십니까?-치질(치핵,치열) | 0 | 없다 | 1 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_HMR_YN | [문진6] 현재 또는 과거에 진단받은 대장 항문질환이 있으십니까?-치질(치핵,치열) | 1 | 있다 | 2 | 2009 | 2023
CS_LV_CLV_CQ_RST | QC_PHX_CRA_YN | [문진6] 현재 또는 과거에 진단받은 대장 항문질환이 있으십니까?-기타 | 0 | 없다 | 1 | 2009 | 2023
